BCS_Solar,BCS_Eolica,BCA_Solar,BCA_Eolica,SIN_Solar,SIN_Eolica
{'electricity': 0.402},{'electricity': 0.398},{'electricity': 0.477},{'electricity': 0.009},{'electricity': 0.454},{'electricity': 0.351}
{'electricity': 0.249},{'electricity': 0.413},{'electricity': 0.357},{'electricity': 0.02},{'electricity': 0.317},{'electricity': 0.318}
{'electricity': 0.107},{'electricity': 0.41},{'electricity': 0.213},{'electricity': 0.027},{'electricity': 0.161},{'electricity': 0.342}
{'electricity': 0.014},{'electricity': 0.429},{'electricity': 0.073},{'electricity': 0.027},{'electricity': 0.035},{'electricity': 0.396}
{'electricity': 0.0},{'electricity': 0.413},{'electricity': 0.0},{'electricity': 0.031},{'electricity': 0.0},{'electricity': 0.423}
{'electricity': 0.0},{'electricity': 0.367},{'electricity': 0.0},{'electricity': 0.028},{'electricity': 0.0},{'electricity': 0.422}
{'electricity': 0.0},{'electricity': 0.336},{'electricity': 0.0},{'electricity': 0.024},{'electricity': 0.0},{'electricity': 0.415}
{'electricity': 0.0},{'electricity': 0.3},{'electricity': 0.0},{'electricity': 0.034},{'electricity': 0.0},{'electricity': 0.407}
{'electricity': 0.0},{'electricity': 0.272},{'electricity': 0.0},{'electricity': 0.05},{'electricity': 0.0},{'electricity': 0.391}
{'electricity': 0.0},{'electricity': 0.273},{'electricity': 0.0},{'electricity': 0.065},{'electricity': 0.0},{'electricity': 0.4}
{'electricity': 0.0},{'electricity': 0.305},{'electricity': 0.0},{'electricity': 0.079},{'electricity': 0.0},{'electricity': 0.415}
{'electricity': 0.0},{'electricity': 0.332},{'electricity': 0.0},{'electricity': 0.071},{'electricity': 0.0},{'electricity': 0.447}
{'electricity': 0.0},{'electricity': 0.333},{'electricity': 0.0},{'electricity': 0.051},{'electricity': 0.0},{'electricity': 0.481}
{'electricity': 0.0},{'electricity': 0.278},{'electricity': 0.0},{'electricity': 0.032},{'electricity': 0.0},{'electricity': 0.51}
{'electricity': 0.0},{'electricity': 0.208},{'electricity': 0.0},{'electricity': 0.019},{'electricity': 0.0},{'electricity': 0.513}
{'electricity': 0.03},{'electricity': 0.154},{'electricity': 0.035},{'electricity': 0.014},{'electricity': 0.051},{'electricity': 0.482}
{'electricity': 0.14},{'electricity': 0.124},{'electricity': 0.151},{'electricity': 0.009},{'electricity': 0.193},{'electricity': 0.586}
{'electricity': 0.286},{'electricity': 0.101},{'electricity': 0.314},{'electricity': 0.015},{'electricity': 0.357},{'electricity': 0.728}
{'electricity': 0.389},{'electricity': 0.093},{'electricity': 0.457},{'electricity': 0.014},{'electricity': 0.494},{'electricity': 0.782}
{'electricity': 0.459},{'electricity': 0.081},{'electricity': 0.563},{'electricity': 0.01},{'electricity': 0.585},{'electricity': 0.807}
{'electricity': 0.498},{'electricity': 0.014},{'electricity': 0.625},{'electricity': 0.012},{'electricity': 0.625},{'electricity': 0.809}
{'electricity': 0.505},{'electricity': 0.005},{'electricity': 0.65},{'electricity': 0.045},{'electricity': 0.645},{'electricity': 0.81}
{'electricity': 0.491},{'electricity': 0.011},{'electricity': 0.634},{'electricity': 0.148},{'electricity': 0.625},{'electricity': 0.81}
{'electricity': 0.446},{'electricity': 0.08},{'electricity': 0.571},{'electricity': 0.214},{'electricity': 0.56},{'electricity': 0.817}
{'electricity': 0.377},{'electricity': 0.207},{'electricity': 0.472},{'electricity': 0.267},{'electricity': 0.457},{'electricity': 0.809}
{'electricity': 0.279},{'electricity': 0.334},{'electricity': 0.341},{'electricity': 0.306},{'electricity': 0.319},{'electricity': 0.767}
{'electricity': 0.141},{'electricity': 0.374},{'electricity': 0.195},{'electricity': 0.348},{'electricity': 0.161},{'electricity': 0.74}
{'electricity': 0.024},{'electricity': 0.434},{'electricity': 0.067},{'electricity': 0.39},{'electricity': 0.035},{'electricity': 0.674}
{'electricity': 0.0},{'electricity': 0.454},{'electricity': 0.0},{'electricity': 0.386},{'electricity': 0.0},{'electricity': 0.652}
{'electricity': 0.0},{'electricity': 0.383},{'electricity': 0.0},{'electricity': 0.364},{'electricity': 0.0},{'electricity': 0.638}
{'electricity': 0.0},{'electricity': 0.302},{'electricity': 0.0},{'electricity': 0.333},{'electricity': 0.0},{'electricity': 0.637}
{'electricity': 0.0},{'electricity': 0.255},{'electricity': 0.0},{'electricity': 0.323},{'electricity': 0.0},{'electricity': 0.615}
{'electricity': 0.0},{'electricity': 0.236},{'electricity': 0.0},{'electricity': 0.325},{'electricity': 0.0},{'electricity': 0.581}
{'electricity': 0.0},{'electricity': 0.22},{'electricity': 0.0},{'electricity': 0.31},{'electricity': 0.0},{'electricity': 0.54}
{'electricity': 0.0},{'electricity': 0.192},{'electricity': 0.0},{'electricity': 0.313},{'electricity': 0.0},{'electricity': 0.523}
{'electricity': 0.0},{'electricity': 0.158},{'electricity': 0.0},{'electricity': 0.309},{'electricity': 0.0},{'electricity': 0.538}
{'electricity': 0.0},{'electricity': 0.122},{'electricity': 0.0},{'electricity': 0.298},{'electricity': 0.0},{'electricity': 0.558}
{'electricity': 0.0},{'electricity': 0.083},{'electricity': 0.0},{'electricity': 0.285},{'electricity': 0.0},{'electricity': 0.572}
{'electricity': 0.0},{'electricity': 0.057},{'electricity': 0.0},{'electricity': 0.261},{'electricity': 0.0},{'electricity': 0.506}
{'electricity': 0.039},{'electricity': 0.043},{'electricity': 0.033},{'electricity': 0.206},{'electricity': 0.05},{'electricity': 0.409}
{'electricity': 0.148},{'electricity': 0.037},{'electricity': 0.149},{'electricity': 0.142},{'electricity': 0.187},{'electricity': 0.512}
{'electricity': 0.248},{'electricity': 0.027},{'electricity': 0.305},{'electricity': 0.136},{'electricity': 0.344},{'electricity': 0.509}
{'electricity': 0.396},{'electricity': 0.011},{'electricity': 0.461},{'electricity': 0.109},{'electricity': 0.486},{'electricity': 0.423}
{'electricity': 0.544},{'electricity': 0.001},{'electricity': 0.567},{'electricity': 0.069},{'electricity': 0.597},{'electricity': 0.343}
{'electricity': 0.633},{'electricity': 0.0},{'electricity': 0.634},{'electricity': 0.058},{'electricity': 0.653},{'electricity': 0.302}
{'electricity': 0.662},{'electricity': 0.0},{'electricity': 0.657},{'electricity': 0.078},{'electricity': 0.665},{'electricity': 0.253}
{'electricity': 0.634},{'electricity': 0.0},{'electricity': 0.642},{'electricity': 0.143},{'electricity': 0.635},{'electricity': 0.201}
{'electricity': 0.564},{'electricity': 0.001},{'electricity': 0.588},{'electricity': 0.169},{'electricity': 0.56},{'electricity': 0.146}
{'electricity': 0.454},{'electricity': 0.034},{'electricity': 0.496},{'electricity': 0.231},{'electricity': 0.456},{'electricity': 0.084}
{'electricity': 0.309},{'electricity': 0.12},{'electricity': 0.368},{'electricity': 0.274},{'electricity': 0.316},{'electricity': 0.025}
{'electricity': 0.144},{'electricity': 0.194},{'electricity': 0.217},{'electricity': 0.252},{'electricity': 0.167},{'electricity': 0.001}
{'electricity': 0.023},{'electricity': 0.278},{'electricity': 0.073},{'electricity': 0.22},{'electricity': 0.038},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.318},{'electricity': 0.0},{'electricity': 0.181},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.214},{'electricity': 0.0},{'electricity': 0.085},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.117},{'electricity': 0.0},{'electricity': 0.025},{'electricity': 0.0},{'electricity': 0.001}
{'electricity': 0.0},{'electricity': 0.064},{'electricity': 0.0},{'electricity': 0.011},{'electricity': 0.0},{'electricity': 0.009}
{'electricity': 0.0},{'electricity': 0.037},{'electricity': 0.0},{'electricity': 0.009},{'electricity': 0.0},{'electricity': 0.031}
{'electricity': 0.0},{'electricity': 0.025},{'electricity': 0.0},{'electricity': 0.01},{'electricity': 0.0},{'electricity': 0.053}
{'electricity': 0.0},{'electricity': 0.02},{'electricity': 0.0},{'electricity': 0.015},{'electricity': 0.0},{'electricity': 0.089}
{'electricity': 0.0},{'electricity': 0.015},{'electricity': 0.0},{'electricity': 0.022},{'electricity': 0.0},{'electricity': 0.095}
{'electricity': 0.0},{'electricity': 0.013},{'electricity': 0.0},{'electricity': 0.021},{'electricity': 0.0},{'electricity': 0.101}
{'electricity': 0.0},{'electricity': 0.011},{'electricity': 0.0},{'electricity': 0.013},{'electricity': 0.0},{'electricity': 0.118}
{'electricity': 0.0},{'electricity': 0.008},{'electricity': 0.0},{'electricity': 0.003},{'electricity': 0.0},{'electricity': 0.124}
{'electricity': 0.045},{'electricity': 0.003},{'electricity': 0.027},{'electricity': 0.0},{'electricity': 0.047},{'electricity': 0.103}
{'electricity': 0.176},{'electricity': 0.002},{'electricity': 0.113},{'electricity': 0.0},{'electricity': 0.158},{'electricity': 0.112}
{'electricity': 0.334},{'electricity': 0.003},{'electricity': 0.216},{'electricity': 0.0},{'electricity': 0.265},{'electricity': 0.135}
{'electricity': 0.474},{'electricity': 0.004},{'electricity': 0.352},{'electricity': 0.0},{'electricity': 0.369},{'electricity': 0.145}
{'electricity': 0.573},{'electricity': 0.0},{'electricity': 0.492},{'electricity': 0.0},{'electricity': 0.471},{'electricity': 0.121}
{'electricity': 0.629},{'electricity': 0.0},{'electricity': 0.622},{'electricity': 0.0},{'electricity': 0.548},{'electricity': 0.087}
{'electricity': 0.636},{'electricity': 0.0},{'electricity': 0.649},{'electricity': 0.0},{'electricity': 0.557},{'electricity': 0.067}
{'electricity': 0.614},{'electricity': 0.0},{'electricity': 0.637},{'electricity': 0.003},{'electricity': 0.517},{'electricity': 0.053}
{'electricity': 0.557},{'electricity': 0.017},{'electricity': 0.581},{'electricity': 0.003},{'electricity': 0.357},{'electricity': 0.041}
{'electricity': 0.453},{'electricity': 0.084},{'electricity': 0.489},{'electricity': 0.001},{'electricity': 0.209},{'electricity': 0.038}
{'electricity': 0.308},{'electricity': 0.2},{'electricity': 0.363},{'electricity': 0.0},{'electricity': 0.117},{'electricity': 0.037}
{'electricity': 0.144},{'electricity': 0.259},{'electricity': 0.216},{'electricity': 0.002},{'electricity': 0.049},{'electricity': 0.041}
{'electricity': 0.022},{'electricity': 0.352},{'electricity': 0.074},{'electricity': 0.006},{'electricity': 0.009},{'electricity': 0.041}
{'electricity': 0.0},{'electricity': 0.411},{'electricity': 0.0},{'electricity': 0.032},{'electricity': 0.0},{'electricity': 0.027}
{'electricity': 0.0},{'electricity': 0.36},{'electricity': 0.0},{'electricity': 0.028},{'electricity': 0.0},{'electricity': 0.018}
{'electricity': 0.0},{'electricity': 0.259},{'electricity': 0.0},{'electricity': 0.001},{'electricity': 0.0},{'electricity': 0.016}
{'electricity': 0.0},{'electricity': 0.167},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.018}
{'electricity': 0.0},{'electricity': 0.125},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.028}
{'electricity': 0.0},{'electricity': 0.099},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.038}
{'electricity': 0.0},{'electricity': 0.057},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.044}
{'electricity': 0.0},{'electricity': 0.029},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.05}
{'electricity': 0.0},{'electricity': 0.027},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.062}
{'electricity': 0.0},{'electricity': 0.056},{'electricity': 0.0},{'electricity': 0.001},{'electricity': 0.0},{'electricity': 0.083}
{'electricity': 0.0},{'electricity': 0.111},{'electricity': 0.0},{'electricity': 0.001},{'electricity': 0.0},{'electricity': 0.098}
{'electricity': 0.045},{'electricity': 0.133},{'electricity': 0.033},{'electricity': 0.001},{'electricity': 0.054},{'electricity': 0.085}
{'electricity': 0.178},{'electricity': 0.138},{'electricity': 0.142},{'electricity': 0.0},{'electricity': 0.183},{'electricity': 0.144}
{'electricity': 0.334},{'electricity': 0.111},{'electricity': 0.258},{'electricity': 0.001},{'electricity': 0.311},{'electricity': 0.192}
{'electricity': 0.47},{'electricity': 0.058},{'electricity': 0.335},{'electricity': 0.009},{'electricity': 0.397},{'electricity': 0.195}
{'electricity': 0.572},{'electricity': 0.007},{'electricity': 0.461},{'electricity': 0.02},{'electricity': 0.416},{'electricity': 0.176}
{'electricity': 0.633},{'electricity': 0.001},{'electricity': 0.589},{'electricity': 0.005},{'electricity': 0.377},{'electricity': 0.146}
{'electricity': 0.647},{'electricity': 0.002},{'electricity': 0.601},{'electricity': 0.003},{'electricity': 0.364},{'electricity': 0.118}
{'electricity': 0.619},{'electricity': 0.058},{'electricity': 0.556},{'electricity': 0.002},{'electricity': 0.309},{'electricity': 0.088}
{'electricity': 0.552},{'electricity': 0.266},{'electricity': 0.505},{'electricity': 0.003},{'electricity': 0.274},{'electricity': 0.084}
{'electricity': 0.445},{'electricity': 0.398},{'electricity': 0.456},{'electricity': 0.004},{'electricity': 0.25},{'electricity': 0.102}
{'electricity': 0.302},{'electricity': 0.428},{'electricity': 0.364},{'electricity': 0.017},{'electricity': 0.191},{'electricity': 0.127}
{'electricity': 0.141},{'electricity': 0.42},{'electricity': 0.213},{'electricity': 0.035},{'electricity': 0.107},{'electricity': 0.169}
{'electricity': 0.021},{'electricity': 0.432},{'electricity': 0.071},{'electricity': 0.067},{'electricity': 0.024},{'electricity': 0.245}
{'electricity': 0.0},{'electricity': 0.417},{'electricity': 0.0},{'electricity': 0.103},{'electricity': 0.0},{'electricity': 0.282}
{'electricity': 0.0},{'electricity': 0.348},{'electricity': 0.0},{'electricity': 0.095},{'electricity': 0.0},{'electricity': 0.255}
{'electricity': 0.0},{'electricity': 0.288},{'electricity': 0.0},{'electricity': 0.071},{'electricity': 0.0},{'electricity': 0.207}
{'electricity': 0.0},{'electricity': 0.243},{'electricity': 0.0},{'electricity': 0.053},{'electricity': 0.0},{'electricity': 0.176}
{'electricity': 0.0},{'electricity': 0.227},{'electricity': 0.0},{'electricity': 0.035},{'electricity': 0.0},{'electricity': 0.144}
{'electricity': 0.0},{'electricity': 0.227},{'electricity': 0.0},{'electricity': 0.02},{'electricity': 0.0},{'electricity': 0.126}
{'electricity': 0.0},{'electricity': 0.212},{'electricity': 0.0},{'electricity': 0.009},{'electricity': 0.0},{'electricity': 0.127}
{'electricity': 0.0},{'electricity': 0.145},{'electricity': 0.0},{'electricity': 0.008},{'electricity': 0.0},{'electricity': 0.14}
{'electricity': 0.0},{'electricity': 0.072},{'electricity': 0.0},{'electricity': 0.01},{'electricity': 0.0},{'electricity': 0.167}
{'electricity': 0.0},{'electricity': 0.029},{'electricity': 0.0},{'electricity': 0.01},{'electricity': 0.0},{'electricity': 0.204}
{'electricity': 0.0},{'electricity': 0.018},{'electricity': 0.0},{'electricity': 0.006},{'electricity': 0.0},{'electricity': 0.167}
{'electricity': 0.044},{'electricity': 0.018},{'electricity': 0.032},{'electricity': 0.002},{'electricity': 0.051},{'electricity': 0.073}
{'electricity': 0.182},{'electricity': 0.022},{'electricity': 0.149},{'electricity': 0.002},{'electricity': 0.19},{'electricity': 0.042}
{'electricity': 0.348},{'electricity': 0.023},{'electricity': 0.309},{'electricity': 0.001},{'electricity': 0.353},{'electricity': 0.011}
{'electricity': 0.484},{'electricity': 0.003},{'electricity': 0.458},{'electricity': 0.001},{'electricity': 0.49},{'electricity': 0.001}
{'electricity': 0.58},{'electricity': 0.0},{'electricity': 0.566},{'electricity': 0.0},{'electricity': 0.588},{'electricity': 0.0}
{'electricity': 0.641},{'electricity': 0.0},{'electricity': 0.634},{'electricity': 0.001},{'electricity': 0.642},{'electricity': 0.0}
{'electricity': 0.659},{'electricity': 0.002},{'electricity': 0.656},{'electricity': 0.002},{'electricity': 0.646},{'electricity': 0.0}
{'electricity': 0.634},{'electricity': 0.043},{'electricity': 0.636},{'electricity': 0.001},{'electricity': 0.613},{'electricity': 0.0}
{'electricity': 0.564},{'electricity': 0.182},{'electricity': 0.552},{'electricity': 0.0},{'electricity': 0.497},{'electricity': 0.0}
{'electricity': 0.451},{'electricity': 0.338},{'electricity': 0.454},{'electricity': 0.0},{'electricity': 0.415},{'electricity': 0.0}
{'electricity': 0.303},{'electricity': 0.367},{'electricity': 0.335},{'electricity': 0.0},{'electricity': 0.293},{'electricity': 0.0}
{'electricity': 0.143},{'electricity': 0.398},{'electricity': 0.205},{'electricity': 0.0},{'electricity': 0.158},{'electricity': 0.0}
{'electricity': 0.022},{'electricity': 0.484},{'electricity': 0.07},{'electricity': 0.015},{'electricity': 0.033},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.53},{'electricity': 0.0},{'electricity': 0.08},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.46},{'electricity': 0.0},{'electricity': 0.087},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.345},{'electricity': 0.0},{'electricity': 0.054},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.23},{'electricity': 0.0},{'electricity': 0.034},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.129},{'electricity': 0.0},{'electricity': 0.027},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.065},{'electricity': 0.0},{'electricity': 0.025},{'electricity': 0.0},{'electricity': 0.001}
{'electricity': 0.0},{'electricity': 0.037},{'electricity': 0.0},{'electricity': 0.02},{'electricity': 0.0},{'electricity': 0.005}
{'electricity': 0.0},{'electricity': 0.029},{'electricity': 0.0},{'electricity': 0.015},{'electricity': 0.0},{'electricity': 0.017}
{'electricity': 0.0},{'electricity': 0.027},{'electricity': 0.0},{'electricity': 0.011},{'electricity': 0.0},{'electricity': 0.042}
{'electricity': 0.0},{'electricity': 0.026},{'electricity': 0.0},{'electricity': 0.008},{'electricity': 0.0},{'electricity': 0.081}
{'electricity': 0.0},{'electricity': 0.027},{'electricity': 0.0},{'electricity': 0.006},{'electricity': 0.0},{'electricity': 0.112}
{'electricity': 0.044},{'electricity': 0.033},{'electricity': 0.029},{'electricity': 0.006},{'electricity': 0.049},{'electricity': 0.092}
{'electricity': 0.172},{'electricity': 0.047},{'electricity': 0.142},{'electricity': 0.005},{'electricity': 0.191},{'electricity': 0.105}
{'electricity': 0.323},{'electricity': 0.049},{'electricity': 0.304},{'electricity': 0.007},{'electricity': 0.357},{'electricity': 0.179}
{'electricity': 0.458},{'electricity': 0.027},{'electricity': 0.45},{'electricity': 0.006},{'electricity': 0.497},{'electricity': 0.239}
{'electricity': 0.564},{'electricity': 0.003},{'electricity': 0.554},{'electricity': 0.009},{'electricity': 0.595},{'electricity': 0.316}
{'electricity': 0.626},{'electricity': 0.0},{'electricity': 0.618},{'electricity': 0.015},{'electricity': 0.647},{'electricity': 0.395}
{'electricity': 0.648},{'electricity': 0.001},{'electricity': 0.637},{'electricity': 0.025},{'electricity': 0.66},{'electricity': 0.453}
{'electricity': 0.628},{'electricity': 0.027},{'electricity': 0.618},{'electricity': 0.024},{'electricity': 0.632},{'electricity': 0.496}
{'electricity': 0.557},{'electricity': 0.12},{'electricity': 0.55},{'electricity': 0.026},{'electricity': 0.556},{'electricity': 0.527}
{'electricity': 0.439},{'electricity': 0.197},{'electricity': 0.459},{'electricity': 0.036},{'electricity': 0.446},{'electricity': 0.498}
{'electricity': 0.257},{'electricity': 0.21},{'electricity': 0.336},{'electricity': 0.054},{'electricity': 0.304},{'electricity': 0.481}
{'electricity': 0.095},{'electricity': 0.227},{'electricity': 0.194},{'electricity': 0.112},{'electricity': 0.158},{'electricity': 0.51}
{'electricity': 0.007},{'electricity': 0.255},{'electricity': 0.066},{'electricity': 0.144},{'electricity': 0.032},{'electricity': 0.504}
{'electricity': 0.0},{'electricity': 0.256},{'electricity': 0.0},{'electricity': 0.213},{'electricity': 0.0},{'electricity': 0.485}
{'electricity': 0.0},{'electricity': 0.232},{'electricity': 0.0},{'electricity': 0.172},{'electricity': 0.0},{'electricity': 0.457}
{'electricity': 0.0},{'electricity': 0.189},{'electricity': 0.0},{'electricity': 0.107},{'electricity': 0.0},{'electricity': 0.413}
{'electricity': 0.0},{'electricity': 0.125},{'electricity': 0.0},{'electricity': 0.077},{'electricity': 0.0},{'electricity': 0.388}
{'electricity': 0.0},{'electricity': 0.078},{'electricity': 0.0},{'electricity': 0.058},{'electricity': 0.0},{'electricity': 0.376}
{'electricity': 0.0},{'electricity': 0.055},{'electricity': 0.0},{'electricity': 0.048},{'electricity': 0.0},{'electricity': 0.377}
{'electricity': 0.0},{'electricity': 0.047},{'electricity': 0.0},{'electricity': 0.048},{'electricity': 0.0},{'electricity': 0.391}
{'electricity': 0.0},{'electricity': 0.039},{'electricity': 0.0},{'electricity': 0.057},{'electricity': 0.0},{'electricity': 0.374}
{'electricity': 0.0},{'electricity': 0.03},{'electricity': 0.0},{'electricity': 0.067},{'electricity': 0.0},{'electricity': 0.383}
{'electricity': 0.0},{'electricity': 0.021},{'electricity': 0.0},{'electricity': 0.08},{'electricity': 0.0},{'electricity': 0.407}
{'electricity': 0.0},{'electricity': 0.014},{'electricity': 0.0},{'electricity': 0.096},{'electricity': 0.0},{'electricity': 0.423}
{'electricity': 0.044},{'electricity': 0.008},{'electricity': 0.025},{'electricity': 0.099},{'electricity': 0.049},{'electricity': 0.379}
{'electricity': 0.184},{'electricity': 0.006},{'electricity': 0.131},{'electricity': 0.084},{'electricity': 0.186},{'electricity': 0.459}
{'electricity': 0.354},{'electricity': 0.005},{'electricity': 0.284},{'electricity': 0.089},{'electricity': 0.342},{'electricity': 0.576}
{'electricity': 0.495},{'electricity': 0.003},{'electricity': 0.444},{'electricity': 0.076},{'electricity': 0.472},{'electricity': 0.589}
{'electricity': 0.595},{'electricity': 0.0},{'electricity': 0.551},{'electricity': 0.072},{'electricity': 0.558},{'electricity': 0.59}
{'electricity': 0.653},{'electricity': 0.0},{'electricity': 0.624},{'electricity': 0.059},{'electricity': 0.615},{'electricity': 0.606}
{'electricity': 0.667},{'electricity': 0.0},{'electricity': 0.645},{'electricity': 0.069},{'electricity': 0.628},{'electricity': 0.642}
{'electricity': 0.64},{'electricity': 0.019},{'electricity': 0.629},{'electricity': 0.104},{'electricity': 0.609},{'electricity': 0.674}
{'electricity': 0.57},{'electricity': 0.115},{'electricity': 0.577},{'electricity': 0.133},{'electricity': 0.55},{'electricity': 0.655}
{'electricity': 0.459},{'electricity': 0.255},{'electricity': 0.485},{'electricity': 0.16},{'electricity': 0.441},{'electricity': 0.556}
{'electricity': 0.31},{'electricity': 0.324},{'electricity': 0.359},{'electricity': 0.199},{'electricity': 0.296},{'electricity': 0.432}
{'electricity': 0.143},{'electricity': 0.373},{'electricity': 0.195},{'electricity': 0.236},{'electricity': 0.157},{'electricity': 0.391}
{'electricity': 0.02},{'electricity': 0.422},{'electricity': 0.068},{'electricity': 0.266},{'electricity': 0.033},{'electricity': 0.494}
{'electricity': 0.0},{'electricity': 0.385},{'electricity': 0.0},{'electricity': 0.278},{'electricity': 0.0},{'electricity': 0.47}
{'electricity': 0.0},{'electricity': 0.304},{'electricity': 0.0},{'electricity': 0.22},{'electricity': 0.0},{'electricity': 0.331}
{'electricity': 0.0},{'electricity': 0.253},{'electricity': 0.0},{'electricity': 0.141},{'electricity': 0.0},{'electricity': 0.279}
{'electricity': 0.0},{'electricity': 0.225},{'electricity': 0.0},{'electricity': 0.097},{'electricity': 0.0},{'electricity': 0.241}
{'electricity': 0.0},{'electricity': 0.213},{'electricity': 0.0},{'electricity': 0.072},{'electricity': 0.0},{'electricity': 0.24}
{'electricity': 0.0},{'electricity': 0.194},{'electricity': 0.0},{'electricity': 0.061},{'electricity': 0.0},{'electricity': 0.289}
{'electricity': 0.0},{'electricity': 0.172},{'electricity': 0.0},{'electricity': 0.063},{'electricity': 0.0},{'electricity': 0.384}
{'electricity': 0.0},{'electricity': 0.12},{'electricity': 0.0},{'electricity': 0.073},{'electricity': 0.0},{'electricity': 0.447}
{'electricity': 0.0},{'electricity': 0.067},{'electricity': 0.0},{'electricity': 0.09},{'electricity': 0.0},{'electricity': 0.444}
{'electricity': 0.0},{'electricity': 0.034},{'electricity': 0.0},{'electricity': 0.118},{'electricity': 0.0},{'electricity': 0.424}
{'electricity': 0.0},{'electricity': 0.019},{'electricity': 0.0},{'electricity': 0.145},{'electricity': 0.0},{'electricity': 0.374}
{'electricity': 0.043},{'electricity': 0.013},{'electricity': 0.032},{'electricity': 0.132},{'electricity': 0.037},{'electricity': 0.261}
{'electricity': 0.182},{'electricity': 0.017},{'electricity': 0.151},{'electricity': 0.089},{'electricity': 0.108},{'electricity': 0.393}
{'electricity': 0.351},{'electricity': 0.027},{'electricity': 0.303},{'electricity': 0.092},{'electricity': 0.202},{'electricity': 0.394}
{'electricity': 0.492},{'electricity': 0.04},{'electricity': 0.377},{'electricity': 0.086},{'electricity': 0.328},{'electricity': 0.34}
{'electricity': 0.592},{'electricity': 0.064},{'electricity': 0.471},{'electricity': 0.085},{'electricity': 0.423},{'electricity': 0.306}
{'electricity': 0.642},{'electricity': 0.103},{'electricity': 0.521},{'electricity': 0.104},{'electricity': 0.512},{'electricity': 0.298}
{'electricity': 0.656},{'electricity': 0.152},{'electricity': 0.523},{'electricity': 0.155},{'electricity': 0.534},{'electricity': 0.323}
{'electricity': 0.628},{'electricity': 0.201},{'electricity': 0.502},{'electricity': 0.222},{'electricity': 0.465},{'electricity': 0.355}
{'electricity': 0.559},{'electricity': 0.237},{'electricity': 0.457},{'electricity': 0.274},{'electricity': 0.319},{'electricity': 0.382}
{'electricity': 0.446},{'electricity': 0.27},{'electricity': 0.431},{'electricity': 0.3},{'electricity': 0.222},{'electricity': 0.378}
{'electricity': 0.3},{'electricity': 0.311},{'electricity': 0.355},{'electricity': 0.291},{'electricity': 0.15},{'electricity': 0.301}
{'electricity': 0.138},{'electricity': 0.347},{'electricity': 0.212},{'electricity': 0.266},{'electricity': 0.086},{'electricity': 0.317}
{'electricity': 0.018},{'electricity': 0.351},{'electricity': 0.067},{'electricity': 0.223},{'electricity': 0.023},{'electricity': 0.338}
{'electricity': 0.0},{'electricity': 0.281},{'electricity': 0.0},{'electricity': 0.134},{'electricity': 0.0},{'electricity': 0.316}
{'electricity': 0.0},{'electricity': 0.252},{'electricity': 0.0},{'electricity': 0.05},{'electricity': 0.0},{'electricity': 0.29}
{'electricity': 0.0},{'electricity': 0.282},{'electricity': 0.0},{'electricity': 0.001},{'electricity': 0.0},{'electricity': 0.27}
{'electricity': 0.0},{'electricity': 0.282},{'electricity': 0.0},{'electricity': 0.028},{'electricity': 0.0},{'electricity': 0.245}
{'electricity': 0.0},{'electricity': 0.206},{'electricity': 0.0},{'electricity': 0.151},{'electricity': 0.0},{'electricity': 0.237}
{'electricity': 0.0},{'electricity': 0.144},{'electricity': 0.0},{'electricity': 0.109},{'electricity': 0.0},{'electricity': 0.227}
{'electricity': 0.0},{'electricity': 0.121},{'electricity': 0.0},{'electricity': 0.02},{'electricity': 0.0},{'electricity': 0.218}
{'electricity': 0.0},{'electricity': 0.11},{'electricity': 0.0},{'electricity': 0.004},{'electricity': 0.0},{'electricity': 0.208}
{'electricity': 0.0},{'electricity': 0.104},{'electricity': 0.0},{'electricity': 0.004},{'electricity': 0.0},{'electricity': 0.207}
{'electricity': 0.0},{'electricity': 0.101},{'electricity': 0.0},{'electricity': 0.017},{'electricity': 0.0},{'electricity': 0.192}
{'electricity': 0.0},{'electricity': 0.102},{'electricity': 0.0},{'electricity': 0.028},{'electricity': 0.0},{'electricity': 0.166}
{'electricity': 0.041},{'electricity': 0.113},{'electricity': 0.029},{'electricity': 0.02},{'electricity': 0.006},{'electricity': 0.111}
