BCS_Solar,BCS_Eolica,BCA_Solar,BCA_Eolica,SIN_Solar,SIN_Eolica
{'electricity': 0.0},{'electricity': 0.2},{'electricity': 0.0},{'electricity': 0.003},{'electricity': 0.0},{'electricity': 0.011}
{'electricity': 0.0},{'electricity': 0.184},{'electricity': 0.0},{'electricity': 0.004},{'electricity': 0.0},{'electricity': 0.035}
{'electricity': 0.185},{'electricity': 0.245},{'electricity': 0.001},{'electricity': 0.007},{'electricity': 0.105},{'electricity': 0.07}
{'electricity': 0.406},{'electricity': 0.172},{'electricity': 0.196},{'electricity': 0.009},{'electricity': 0.372},{'electricity': 0.108}
{'electricity': 0.586},{'electricity': 0.132},{'electricity': 0.325},{'electricity': 0.017},{'electricity': 0.561},{'electricity': 0.121}
{'electricity': 0.705},{'electricity': 0.044},{'electricity': 0.515},{'electricity': 0.036},{'electricity': 0.683},{'electricity': 0.131}
{'electricity': 0.767},{'electricity': 0.021},{'electricity': 0.648},{'electricity': 0.068},{'electricity': 0.751},{'electricity': 0.152}
{'electricity': 0.78},{'electricity': 0.058},{'electricity': 0.695},{'electricity': 0.083},{'electricity': 0.766},{'electricity': 0.188}
{'electricity': 0.743},{'electricity': 0.179},{'electricity': 0.693},{'electricity': 0.099},{'electricity': 0.73},{'electricity': 0.237}
{'electricity': 0.654},{'electricity': 0.258},{'electricity': 0.625},{'electricity': 0.125},{'electricity': 0.641},{'electricity': 0.297}
{'electricity': 0.509},{'electricity': 0.337},{'electricity': 0.495},{'electricity': 0.146},{'electricity': 0.493},{'electricity': 0.38}
{'electricity': 0.297},{'electricity': 0.411},{'electricity': 0.296},{'electricity': 0.134},{'electricity': 0.275},{'electricity': 0.444}
{'electricity': 0.049},{'electricity': 0.446},{'electricity': 0.059},{'electricity': 0.104},{'electricity': 0.042},{'electricity': 0.434}
{'electricity': 0.0},{'electricity': 0.556},{'electricity': 0.0},{'electricity': 0.118},{'electricity': 0.0},{'electricity': 0.441}
{'electricity': 0.0},{'electricity': 0.546},{'electricity': 0.0},{'electricity': 0.152},{'electricity': 0.0},{'electricity': 0.431}
{'electricity': 0.0},{'electricity': 0.537},{'electricity': 0.0},{'electricity': 0.158},{'electricity': 0.0},{'electricity': 0.431}
{'electricity': 0.0},{'electricity': 0.524},{'electricity': 0.0},{'electricity': 0.144},{'electricity': 0.0},{'electricity': 0.402}
{'electricity': 0.0},{'electricity': 0.516},{'electricity': 0.0},{'electricity': 0.133},{'electricity': 0.0},{'electricity': 0.405}
{'electricity': 0.0},{'electricity': 0.506},{'electricity': 0.0},{'electricity': 0.135},{'electricity': 0.0},{'electricity': 0.398}
{'electricity': 0.0},{'electricity': 0.432},{'electricity': 0.0},{'electricity': 0.127},{'electricity': 0.0},{'electricity': 0.391}
{'electricity': 0.0},{'electricity': 0.333},{'electricity': 0.0},{'electricity': 0.126},{'electricity': 0.0},{'electricity': 0.4}
{'electricity': 0.0},{'electricity': 0.27},{'electricity': 0.0},{'electricity': 0.141},{'electricity': 0.0},{'electricity': 0.393}
{'electricity': 0.0},{'electricity': 0.259},{'electricity': 0.0},{'electricity': 0.163},{'electricity': 0.0},{'electricity': 0.381}
{'electricity': 0.0},{'electricity': 0.274},{'electricity': 0.0},{'electricity': 0.194},{'electricity': 0.0},{'electricity': 0.369}
{'electricity': 0.0},{'electricity': 0.264},{'electricity': 0.0},{'electricity': 0.25},{'electricity': 0.0},{'electricity': 0.35}
{'electricity': 0.0},{'electricity': 0.264},{'electricity': 0.0},{'electricity': 0.33},{'electricity': 0.0},{'electricity': 0.302}
{'electricity': 0.199},{'electricity': 0.284},{'electricity': 0.006},{'electricity': 0.378},{'electricity': 0.123},{'electricity': 0.302}
{'electricity': 0.413},{'electricity': 0.237},{'electricity': 0.275},{'electricity': 0.309},{'electricity': 0.4},{'electricity': 0.244}
{'electricity': 0.591},{'electricity': 0.395},{'electricity': 0.495},{'electricity': 0.197},{'electricity': 0.589},{'electricity': 0.207}
{'electricity': 0.708},{'electricity': 0.346},{'electricity': 0.645},{'electricity': 0.202},{'electricity': 0.71},{'electricity': 0.191}
{'electricity': 0.77},{'electricity': 0.243},{'electricity': 0.728},{'electricity': 0.124},{'electricity': 0.775},{'electricity': 0.171}
{'electricity': 0.783},{'electricity': 0.183},{'electricity': 0.76},{'electricity': 0.046},{'electricity': 0.789},{'electricity': 0.144}
{'electricity': 0.748},{'electricity': 0.167},{'electricity': 0.739},{'electricity': 0.035},{'electricity': 0.753},{'electricity': 0.113}
{'electricity': 0.66},{'electricity': 0.163},{'electricity': 0.662},{'electricity': 0.052},{'electricity': 0.663},{'electricity': 0.074}
{'electricity': 0.515},{'electricity': 0.164},{'electricity': 0.527},{'electricity': 0.088},{'electricity': 0.515},{'electricity': 0.036}
{'electricity': 0.301},{'electricity': 0.176},{'electricity': 0.319},{'electricity': 0.117},{'electricity': 0.297},{'electricity': 0.012}
{'electricity': 0.051},{'electricity': 0.232},{'electricity': 0.065},{'electricity': 0.138},{'electricity': 0.037},{'electricity': 0.003}
{'electricity': 0.0},{'electricity': 0.343},{'electricity': 0.0},{'electricity': 0.226},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.441},{'electricity': 0.0},{'electricity': 0.356},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.447},{'electricity': 0.0},{'electricity': 0.467},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.395},{'electricity': 0.0},{'electricity': 0.532},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.344},{'electricity': 0.0},{'electricity': 0.568},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.316},{'electricity': 0.0},{'electricity': 0.601},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.299},{'electricity': 0.0},{'electricity': 0.626},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.291},{'electricity': 0.0},{'electricity': 0.641},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.315},{'electricity': 0.0},{'electricity': 0.663},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.35},{'electricity': 0.0},{'electricity': 0.672},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.362},{'electricity': 0.0},{'electricity': 0.672},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.348},{'electricity': 0.0},{'electricity': 0.668},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.0},{'electricity': 0.328},{'electricity': 0.0},{'electricity': 0.66},{'electricity': 0.0},{'electricity': 0.0}
{'electricity': 0.186},{'electricity': 0.281},{'electricity': 0.007},{'electricity': 0.644},{'electricity': 0.036},{'electricity': 0.0}
{'electricity': 0.414},{'electricity': 0.118},{'electricity': 0.271},{'electricity': 0.46},{'electricity': 0.2},{'electricity': 0.002}
{'electricity': 0.597},{'electricity': 0.043},{'electricity': 0.488},{'electricity': 0.27},{'electricity': 0.399},{'electricity': 0.001}
{'electricity': 0.713},{'electricity': 0.013},{'electricity': 0.635},{'electricity': 0.245},{'electricity': 0.544},{'electricity': 0.0}
{'electricity': 0.776},{'electricity': 0.001},{'electricity': 0.721},{'electricity': 0.171},{'electricity': 0.613},{'electricity': 0.0}
{'electricity': 0.789},{'electricity': 0.0},{'electricity': 0.749},{'electricity': 0.101},{'electricity': 0.618},{'electricity': 0.016}
{'electricity': 0.751},{'electricity': 0.0},{'electricity': 0.722},{'electricity': 0.06},{'electricity': 0.552},{'electricity': 0.137}
{'electricity': 0.663},{'electricity': 0.004},{'electricity': 0.635},{'electricity': 0.042},{'electricity': 0.423},{'electricity': 0.421}
{'electricity': 0.52},{'electricity': 0.058},{'electricity': 0.5},{'electricity': 0.038},{'electricity': 0.258},{'electricity': 0.739}
{'electricity': 0.308},{'electricity': 0.162},{'electricity': 0.301},{'electricity': 0.031},{'electricity': 0.107},{'electricity': 0.893}
{'electricity': 0.055},{'electricity': 0.435},{'electricity': 0.054},{'electricity': 0.023},{'electricity': 0.01},{'electricity': 0.954}
{'electricity': 0.0},{'electricity': 0.557},{'electricity': 0.0},{'electricity': 0.019},{'electricity': 0.0},{'electricity': 0.969}
{'electricity': 0.0},{'electricity': 0.466},{'electricity': 0.0},{'electricity': 0.028},{'electricity': 0.0},{'electricity': 0.952}
{'electricity': 0.0},{'electricity': 0.337},{'electricity': 0.0},{'electricity': 0.052},{'electricity': 0.0},{'electricity': 0.952}
{'electricity': 0.0},{'electricity': 0.229},{'electricity': 0.0},{'electricity': 0.089},{'electricity': 0.0},{'electricity': 0.963}
{'electricity': 0.0},{'electricity': 0.161},{'electricity': 0.0},{'electricity': 0.13},{'electricity': 0.0},{'electricity': 0.969}
{'electricity': 0.0},{'electricity': 0.129},{'electricity': 0.0},{'electricity': 0.183},{'electricity': 0.0},{'electricity': 0.974}
{'electricity': 0.0},{'electricity': 0.113},{'electricity': 0.0},{'electricity': 0.259},{'electricity': 0.0},{'electricity': 0.977}
{'electricity': 0.0},{'electricity': 0.103},{'electricity': 0.0},{'electricity': 0.348},{'electricity': 0.0},{'electricity': 0.981}
{'electricity': 0.0},{'electricity': 0.11},{'electricity': 0.0},{'electricity': 0.435},{'electricity': 0.0},{'electricity': 0.985}
{'electricity': 0.0},{'electricity': 0.14},{'electricity': 0.0},{'electricity': 0.484},{'electricity': 0.0},{'electricity': 0.989}
{'electricity': 0.0},{'electricity': 0.186},{'electricity': 0.0},{'electricity': 0.501},{'electricity': 0.0},{'electricity': 0.991}
{'electricity': 0.0},{'electricity': 0.241},{'electricity': 0.0},{'electricity': 0.506},{'electricity': 0.0},{'electricity': 0.99}
{'electricity': 0.0},{'electricity': 0.275},{'electricity': 0.0},{'electricity': 0.507},{'electricity': 0.0},{'electricity': 0.981}
{'electricity': 0.199},{'electricity': 0.253},{'electricity': 0.005},{'electricity': 0.485},{'electricity': 0.081},{'electricity': 0.937}
{'electricity': 0.412},{'electricity': 0.087},{'electricity': 0.226},{'electricity': 0.402},{'electricity': 0.35},{'electricity': 0.895}
{'electricity': 0.591},{'electricity': 0.018},{'electricity': 0.437},{'electricity': 0.22},{'electricity': 0.556},{'electricity': 0.909}
{'electricity': 0.707},{'electricity': 0.002},{'electricity': 0.591},{'electricity': 0.12},{'electricity': 0.678},{'electricity': 0.924}
{'electricity': 0.769},{'electricity': 0.0},{'electricity': 0.659},{'electricity': 0.025},{'electricity': 0.739},{'electricity': 0.927}
{'electricity': 0.782},{'electricity': 0.0},{'electricity': 0.607},{'electricity': 0.009},{'electricity': 0.758},{'electricity': 0.937}
{'electricity': 0.746},{'electricity': 0.0},{'electricity': 0.483},{'electricity': 0.021},{'electricity': 0.726},{'electricity': 0.946}
{'electricity': 0.659},{'electricity': 0.0},{'electricity': 0.35},{'electricity': 0.042},{'electricity': 0.641},{'electricity': 0.944}
{'electricity': 0.515},{'electricity': 0.014},{'electricity': 0.227},{'electricity': 0.057},{'electricity': 0.489},{'electricity': 0.948}
{'electricity': 0.306},{'electricity': 0.1},{'electricity': 0.109},{'electricity': 0.061},{'electricity': 0.267},{'electricity': 0.969}
{'electricity': 0.051},{'electricity': 0.332},{'electricity': 0.014},{'electricity': 0.071},{'electricity': 0.036},{'electricity': 0.986}
{'electricity': 0.0},{'electricity': 0.439},{'electricity': 0.0},{'electricity': 0.073},{'electricity': 0.0},{'electricity': 0.988}
{'electricity': 0.0},{'electricity': 0.358},{'electricity': 0.0},{'electricity': 0.071},{'electricity': 0.0},{'electricity': 0.99}
{'electricity': 0.0},{'electricity': 0.305},{'electricity': 0.0},{'electricity': 0.05},{'electricity': 0.0},{'electricity': 0.991}
{'electricity': 0.0},{'electricity': 0.278},{'electricity': 0.0},{'electricity': 0.031},{'electricity': 0.0},{'electricity': 0.991}
{'electricity': 0.0},{'electricity': 0.249},{'electricity': 0.0},{'electricity': 0.021},{'electricity': 0.0},{'electricity': 0.991}
{'electricity': 0.0},{'electricity': 0.217},{'electricity': 0.0},{'electricity': 0.019},{'electricity': 0.0},{'electricity': 0.991}
{'electricity': 0.0},{'electricity': 0.184},{'electricity': 0.0},{'electricity': 0.024},{'electricity': 0.0},{'electricity': 0.991}
{'electricity': 0.0},{'electricity': 0.157},{'electricity': 0.0},{'electricity': 0.037},{'electricity': 0.0},{'electricity': 0.991}
{'electricity': 0.0},{'electricity': 0.144},{'electricity': 0.0},{'electricity': 0.053},{'electricity': 0.0},{'electricity': 0.991}
{'electricity': 0.0},{'electricity': 0.138},{'electricity': 0.0},{'electricity': 0.072},{'electricity': 0.0},{'electricity': 0.991}
{'electricity': 0.0},{'electricity': 0.127},{'electricity': 0.0},{'electricity': 0.086},{'electricity': 0.0},{'electricity': 0.99}
{'electricity': 0.0},{'electricity': 0.103},{'electricity': 0.0},{'electricity': 0.08},{'electricity': 0.0},{'electricity': 0.989}
{'electricity': 0.0},{'electricity': 0.072},{'electricity': 0.0},{'electricity': 0.064},{'electricity': 0.0},{'electricity': 0.989}
{'electricity': 0.097},{'electricity': 0.045},{'electricity': 0.004},{'electricity': 0.051},{'electricity': 0.058},{'electricity': 0.987}
{'electricity': 0.29},{'electricity': 0.011},{'electricity': 0.225},{'electricity': 0.039},{'electricity': 0.247},{'electricity': 0.98}
{'electricity': 0.455},{'electricity': 0.001},{'electricity': 0.464},{'electricity': 0.01},{'electricity': 0.455},{'electricity': 0.983}
{'electricity': 0.544},{'electricity': 0.0},{'electricity': 0.62},{'electricity': 0.0},{'electricity': 0.619},{'electricity': 0.988}
{'electricity': 0.587},{'electricity': 0.0},{'electricity': 0.705},{'electricity': 0.0},{'electricity': 0.713},{'electricity': 0.99}
{'electricity': 0.608},{'electricity': 0.007},{'electricity': 0.736},{'electricity': 0.001},{'electricity': 0.736},{'electricity': 0.991}
{'electricity': 0.602},{'electricity': 0.109},{'electricity': 0.717},{'electricity': 0.007},{'electricity': 0.698},{'electricity': 0.991}
{'electricity': 0.536},{'electricity': 0.259},{'electricity': 0.64},{'electricity': 0.015},{'electricity': 0.532},{'electricity': 0.991}
{'electricity': 0.339},{'electricity': 0.504},{'electricity': 0.505},{'electricity': 0.02},{'electricity': 0.308},{'electricity': 0.991}
{'electricity': 0.134},{'electricity': 0.63},{'electricity': 0.297},{'electricity': 0.016},{'electricity': 0.11},{'electricity': 0.989}
{'electricity': 0.008},{'electricity': 0.661},{'electricity': 0.057},{'electricity': 0.028},{'electricity': 0.006},{'electricity': 0.98}
{'electricity': 0.0},{'electricity': 0.679},{'electricity': 0.0},{'electricity': 0.021},{'electricity': 0.0},{'electricity': 0.976}
{'electricity': 0.0},{'electricity': 0.605},{'electricity': 0.0},{'electricity': 0.019},{'electricity': 0.0},{'electricity': 0.972}
{'electricity': 0.0},{'electricity': 0.499},{'electricity': 0.0},{'electricity': 0.014},{'electricity': 0.0},{'electricity': 0.968}
{'electricity': 0.0},{'electricity': 0.386},{'electricity': 0.0},{'electricity': 0.004},{'electricity': 0.0},{'electricity': 0.957}
{'electricity': 0.0},{'electricity': 0.192},{'electricity': 0.0},{'electricity': 0.001},{'electricity': 0.0},{'electricity': 0.949}
{'electricity': 0.0},{'electricity': 0.062},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.941}
{'electricity': 0.0},{'electricity': 0.043},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.933}
{'electricity': 0.0},{'electricity': 0.047},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.927}
{'electricity': 0.0},{'electricity': 0.08},{'electricity': 0.0},{'electricity': 0.001},{'electricity': 0.0},{'electricity': 0.915}
{'electricity': 0.0},{'electricity': 0.137},{'electricity': 0.0},{'electricity': 0.001},{'electricity': 0.0},{'electricity': 0.885}
{'electricity': 0.0},{'electricity': 0.189},{'electricity': 0.0},{'electricity': 0.001},{'electricity': 0.0},{'electricity': 0.833}
{'electricity': 0.0},{'electricity': 0.193},{'electricity': 0.0},{'electricity': 0.001},{'electricity': 0.0},{'electricity': 0.799}
{'electricity': 0.0},{'electricity': 0.154},{'electricity': 0.0},{'electricity': 0.001},{'electricity': 0.0},{'electricity': 0.806}
{'electricity': 0.01},{'electricity': 0.108},{'electricity': 0.008},{'electricity': 0.001},{'electricity': 0.01},{'electricity': 0.944}
{'electricity': 0.091},{'electricity': 0.061},{'electricity': 0.262},{'electricity': 0.002},{'electricity': 0.133},{'electricity': 0.962}
{'electricity': 0.242},{'electricity': 0.036},{'electricity': 0.478},{'electricity': 0.0},{'electricity': 0.372},{'electricity': 0.966}
{'electricity': 0.433},{'electricity': 0.016},{'electricity': 0.627},{'electricity': 0.001},{'electricity': 0.576},{'electricity': 0.966}
{'electricity': 0.592},{'electricity': 0.002},{'electricity': 0.722},{'electricity': 0.002},{'electricity': 0.688},{'electricity': 0.966}
{'electricity': 0.654},{'electricity': 0.001},{'electricity': 0.751},{'electricity': 0.006},{'electricity': 0.719},{'electricity': 0.967}
{'electricity': 0.62},{'electricity': 0.056},{'electricity': 0.728},{'electricity': 0.013},{'electricity': 0.684},{'electricity': 0.968}
{'electricity': 0.517},{'electricity': 0.201},{'electricity': 0.653},{'electricity': 0.027},{'electricity': 0.599},{'electricity': 0.969}
{'electricity': 0.369},{'electricity': 0.289},{'electricity': 0.522},{'electricity': 0.044},{'electricity': 0.444},{'electricity': 0.969}
{'electricity': 0.185},{'electricity': 0.359},{'electricity': 0.324},{'electricity': 0.045},{'electricity': 0.241},{'electricity': 0.959}
{'electricity': 0.023},{'electricity': 0.409},{'electricity': 0.069},{'electricity': 0.035},{'electricity': 0.031},{'electricity': 0.918}
{'electricity': 0.0},{'electricity': 0.369},{'electricity': 0.0},{'electricity': 0.012},{'electricity': 0.0},{'electricity': 0.903}
{'electricity': 0.0},{'electricity': 0.262},{'electricity': 0.0},{'electricity': 0.002},{'electricity': 0.0},{'electricity': 0.894}
{'electricity': 0.0},{'electricity': 0.175},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.897}
{'electricity': 0.0},{'electricity': 0.137},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.865}
{'electricity': 0.0},{'electricity': 0.123},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.827}
{'electricity': 0.0},{'electricity': 0.119},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.809}
{'electricity': 0.0},{'electricity': 0.131},{'electricity': 0.0},{'electricity': 0.001},{'electricity': 0.0},{'electricity': 0.809}
{'electricity': 0.0},{'electricity': 0.167},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.818}
{'electricity': 0.0},{'electricity': 0.228},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.0},{'electricity': 0.829}
{'electricity': 0.0},{'electricity': 0.294},{'electricity': 0.0},{'electricity': 0.001},{'electricity': 0.0},{'electricity': 0.835}
{'electricity': 0.0},{'electricity': 0.317},{'electricity': 0.0},{'electricity': 0.005},{'electricity': 0.0},{'electricity': 0.834}
{'electricity': 0.0},{'electricity': 0.285},{'electricity': 0.0},{'electricity': 0.018},{'electricity': 0.0},{'electricity': 0.833}
{'electricity': 0.0},{'electricity': 0.22},{'electricity': 0.0},{'electricity': 0.035},{'electricity': 0.0},{'electricity': 0.825}
{'electricity': 0.167},{'electricity': 0.134},{'electricity': 0.01},{'electricity': 0.055},{'electricity': 0.116},{'electricity': 0.929}
{'electricity': 0.382},{'electricity': 0.04},{'electricity': 0.261},{'electricity': 0.068},{'electricity': 0.362},{'electricity': 0.943}
{'electricity': 0.563},{'electricity': 0.008},{'electricity': 0.474},{'electricity': 0.07},{'electricity': 0.543},{'electricity': 0.944}
{'electricity': 0.678},{'electricity': 0.0},{'electricity': 0.603},{'electricity': 0.192},{'electricity': 0.657},{'electricity': 0.947}
{'electricity': 0.74},{'electricity': 0.0},{'electricity': 0.571},{'electricity': 0.264},{'electricity': 0.719},{'electricity': 0.95}
{'electricity': 0.753},{'electricity': 0.038},{'electricity': 0.458},{'electricity': 0.302},{'electricity': 0.733},{'electricity': 0.956}
{'electricity': 0.719},{'electricity': 0.12},{'electricity': 0.391},{'electricity': 0.328},{'electricity': 0.698},{'electricity': 0.961}
{'electricity': 0.633},{'electricity': 0.197},{'electricity': 0.33},{'electricity': 0.305},{'electricity': 0.611},{'electricity': 0.962}
{'electricity': 0.49},{'electricity': 0.249},{'electricity': 0.263},{'electricity': 0.258},{'electricity': 0.468},{'electricity': 0.96}
{'electricity': 0.284},{'electricity': 0.305},{'electricity': 0.248},{'electricity': 0.201},{'electricity': 0.229},{'electricity': 0.945}
{'electricity': 0.048},{'electricity': 0.34},{'electricity': 0.057},{'electricity': 0.133},{'electricity': 0.016},{'electricity': 0.886}
{'electricity': 0.0},{'electricity': 0.302},{'electricity': 0.0},{'electricity': 0.094},{'electricity': 0.0},{'electricity': 0.839}
{'electricity': 0.0},{'electricity': 0.241},{'electricity': 0.0},{'electricity': 0.068},{'electricity': 0.0},{'electricity': 0.785}
{'electricity': 0.0},{'electricity': 0.241},{'electricity': 0.0},{'electricity': 0.088},{'electricity': 0.0},{'electricity': 0.705}
{'electricity': 0.0},{'electricity': 0.264},{'electricity': 0.0},{'electricity': 0.154},{'electricity': 0.0},{'electricity': 0.672}
{'electricity': 0.0},{'electricity': 0.258},{'electricity': 0.0},{'electricity': 0.198},{'electricity': 0.0},{'electricity': 0.653}
{'electricity': 0.0},{'electricity': 0.207},{'electricity': 0.0},{'electricity': 0.21},{'electricity': 0.0},{'electricity': 0.651}
{'electricity': 0.0},{'electricity': 0.158},{'electricity': 0.0},{'electricity': 0.23},{'electricity': 0.0},{'electricity': 0.654}
{'electricity': 0.0},{'electricity': 0.126},{'electricity': 0.0},{'electricity': 0.241},{'electricity': 0.0},{'electricity': 0.669}
{'electricity': 0.0},{'electricity': 0.107},{'electricity': 0.0},{'electricity': 0.28},{'electricity': 0.0},{'electricity': 0.675}
{'electricity': 0.0},{'electricity': 0.098},{'electricity': 0.0},{'electricity': 0.352},{'electricity': 0.0},{'electricity': 0.668}
{'electricity': 0.0},{'electricity': 0.101},{'electricity': 0.0},{'electricity': 0.442},{'electricity': 0.0},{'electricity': 0.655}
{'electricity': 0.0},{'electricity': 0.107},{'electricity': 0.0},{'electricity': 0.561},{'electricity': 0.0},{'electricity': 0.617}
{'electricity': 0.0},{'electricity': 0.111},{'electricity': 0.0},{'electricity': 0.646},{'electricity': 0.0},{'electricity': 0.625}
{'electricity': 0.188},{'electricity': 0.11},{'electricity': 0.012},{'electricity': 0.689},{'electricity': 0.12},{'electricity': 0.78}
{'electricity': 0.39},{'electricity': 0.118},{'electricity': 0.255},{'electricity': 0.808},{'electricity': 0.37},{'electricity': 0.827}
{'electricity': 0.567},{'electricity': 0.155},{'electricity': 0.462},{'electricity': 0.904},{'electricity': 0.559},{'electricity': 0.858}
{'electricity': 0.683},{'electricity': 0.204},{'electricity': 0.556},{'electricity': 0.947},{'electricity': 0.685},{'electricity': 0.882}
{'electricity': 0.745},{'electricity': 0.255},{'electricity': 0.488},{'electricity': 0.966},{'electricity': 0.754},{'electricity': 0.906}
{'electricity': 0.757},{'electricity': 0.301},{'electricity': 0.425},{'electricity': 0.976},{'electricity': 0.771},{'electricity': 0.906}
{'electricity': 0.722},{'electricity': 0.349},{'electricity': 0.372},{'electricity': 0.968},{'electricity': 0.738},{'electricity': 0.907}
{'electricity': 0.636},{'electricity': 0.392},{'electricity': 0.301},{'electricity': 0.935},{'electricity': 0.653},{'electricity': 0.917}
{'electricity': 0.492},{'electricity': 0.429},{'electricity': 0.206},{'electricity': 0.855},{'electricity': 0.509},{'electricity': 0.915}
{'electricity': 0.288},{'electricity': 0.459},{'electricity': 0.129},{'electricity': 0.768},{'electricity': 0.293},{'electricity': 0.888}
{'electricity': 0.05},{'electricity': 0.449},{'electricity': 0.041},{'electricity': 0.613},{'electricity': 0.043},{'electricity': 0.808}
{'electricity': 0.0},{'electricity': 0.395},{'electricity': 0.0},{'electricity': 0.559},{'electricity': 0.0},{'electricity': 0.78}
{'electricity': 0.0},{'electricity': 0.393},{'electricity': 0.0},{'electricity': 0.583},{'electricity': 0.0},{'electricity': 0.712}
{'electricity': 0.0},{'electricity': 0.432},{'electricity': 0.0},{'electricity': 0.601},{'electricity': 0.0},{'electricity': 0.594}
{'electricity': 0.0},{'electricity': 0.47},{'electricity': 0.0},{'electricity': 0.61},{'electricity': 0.0},{'electricity': 0.468}
{'electricity': 0.0},{'electricity': 0.501},{'electricity': 0.0},{'electricity': 0.601},{'electricity': 0.0},{'electricity': 0.382}
{'electricity': 0.0},{'electricity': 0.516},{'electricity': 0.0},{'electricity': 0.614},{'electricity': 0.0},{'electricity': 0.332}
{'electricity': 0.0},{'electricity': 0.525},{'electricity': 0.0},{'electricity': 0.629},{'electricity': 0.0},{'electricity': 0.311}
{'electricity': 0.0},{'electricity': 0.522},{'electricity': 0.0},{'electricity': 0.658},{'electricity': 0.0},{'electricity': 0.286}
{'electricity': 0.0},{'electricity': 0.494},{'electricity': 0.0},{'electricity': 0.695},{'electricity': 0.0},{'electricity': 0.256}
{'electricity': 0.0},{'electricity': 0.441},{'electricity': 0.0},{'electricity': 0.682},{'electricity': 0.0},{'electricity': 0.22}
{'electricity': 0.0},{'electricity': 0.36},{'electricity': 0.0},{'electricity': 0.719},{'electricity': 0.0},{'electricity': 0.179}
{'electricity': 0.0},{'electricity': 0.31},{'electricity': 0.0},{'electricity': 0.731},{'electricity': 0.0},{'electricity': 0.137}
{'electricity': 0.0},{'electricity': 0.324},{'electricity': 0.0},{'electricity': 0.729},{'electricity': 0.0},{'electricity': 0.067}
{'electricity': 0.162},{'electricity': 0.343},{'electricity': 0.01},{'electricity': 0.706},{'electricity': 0.116},{'electricity': 0.027}
{'electricity': 0.368},{'electricity': 0.407},{'electricity': 0.239},{'electricity': 0.672},{'electricity': 0.385},{'electricity': 0.002}
{'electricity': 0.57},{'electricity': 0.5},{'electricity': 0.44},{'electricity': 0.666},{'electricity': 0.579},{'electricity': 0.0}
{'electricity': 0.699},{'electricity': 0.561},{'electricity': 0.59},{'electricity': 0.635},{'electricity': 0.698},{'electricity': 0.001}
{'electricity': 0.757},{'electricity': 0.599},{'electricity': 0.687},{'electricity': 0.623},{'electricity': 0.753},{'electricity': 0.02}
{'electricity': 0.761},{'electricity': 0.628},{'electricity': 0.719},{'electricity': 0.639},{'electricity': 0.764},{'electricity': 0.084}
{'electricity': 0.692},{'electricity': 0.674},{'electricity': 0.701},{'electricity': 0.657},{'electricity': 0.729},{'electricity': 0.192}
{'electricity': 0.619},{'electricity': 0.696},{'electricity': 0.63},{'electricity': 0.654},{'electricity': 0.649},{'electricity': 0.325}
{'electricity': 0.458},{'electricity': 0.663},{'electricity': 0.502},{'electricity': 0.647},{'electricity': 0.504},{'electricity': 0.466}
{'electricity': 0.25},{'electricity': 0.627},{'electricity': 0.315},{'electricity': 0.635},{'electricity': 0.287},{'electricity': 0.552}
{'electricity': 0.045},{'electricity': 0.594},{'electricity': 0.073},{'electricity': 0.604},{'electricity': 0.042},{'electricity': 0.519}
{'electricity': 0.0},{'electricity': 0.559},{'electricity': 0.0},{'electricity': 0.568},{'electricity': 0.0},{'electricity': 0.469}
{'electricity': 0.0},{'electricity': 0.528},{'electricity': 0.0},{'electricity': 0.59},{'electricity': 0.0},{'electricity': 0.41}
{'electricity': 0.0},{'electricity': 0.515},{'electricity': 0.0},{'electricity': 0.586},{'electricity': 0.0},{'electricity': 0.444}
